name,description,stars,forks,language,url,readme_snippet,account
pranesimai-api,VMVT Pranešimų API,0,0,TypeScript,https://github.com/VMVT-DevHub/pranesimai-api,"# Pranešimai API

[![License](https://img.shields.io/github/license/vmvt-devhub/pranesimai-api)](https://github.com/vmvt-devhub/pranesimai-api/blob/ma",VMVT-DevHub
pranesimai-web,VMVT Pranešimų WEB,0,0,TypeScript,https://github.com/VMVT-DevHub/pranesimai-web,"# Pranešimai WEB

[![License](https://img.shields.io/github/license/vmvt-devhub/pranesimai-web)](https://github.com/vmvt-devhub/pranesimai-web/blob/ma",VMVT-DevHub
Registrai,VMVT bendrieji registrų duomenys,0,0,C#,https://github.com/VMVT-DevHub/Registrai,README not available,VMVT-DevHub
RegistruCentras,No description,0,0,C#,https://github.com/VMVT-DevHub/RegistruCentras,README not available,VMVT-DevHub
reusable-workflows,Reusable workflows for developing GitHub actions,0,0,None specified,https://github.com/VMVT-DevHub/reusable-workflows,"# Reusable Workflows for Developing GitHub Actions

The repository contains [reusable workflows](https://docs.github.com/en/actions/using-workflows/re",VMVT-DevHub
VIISP,No description,0,1,C#,https://github.com/VMVT-DevHub/VIISP,README not available,VMVT-DevHub
VVR-web,Veterinarinių vaistų registras,0,0,TypeScript,https://github.com/VMVT-DevHub/VVR-web,"# VVR-web
Veterinarinių vaistų registras
## Getting Started

make sure node v20+ and yarn are installed.

 ```bash
   git clone https://github.com/VMV",VMVT-DevHub
birdbanding-client,Angular-based front-end for FALCON (NZ Bird Banding Database),1,0,TypeScript,https://github.com/docgovtnz/birdbanding-client,"# doc-birdbanding-client 

Background: https://docgovtnz.github.io/docs/projects/falcon

This project includes the Angular client for the bird banding",docgovtnz
birdbanding-infra,Supporting infrastructure for FALCON (NZ Bird Banding Database),0,0,PLpgSQL,https://github.com/docgovtnz/birdbanding-infra,"# doc-birdbanding-infra

Background: https://docgovtnz.github.io/docs/projects/falcon

Prerequisite infrastructure for FALCON.

Includes:
* Alerting, ",docgovtnz
birdbanding-services,Serverless-based back-end for FALCON (NZ Bird Banding Database),1,0,JavaScript,https://github.com/docgovtnz/birdbanding-services,"# doc-birdbanding-source

Background: https://docgovtnz.github.io/docs/projects/falcon

Serverless-based APIs for FALCON.

## Structure

* `./src/api`",docgovtnz
docgovtnz.github.io,DOC Open Source & Open Data Portal,4,0,JavaScript,https://github.com/docgovtnz/docgovtnz.github.io,"# docgovtnz.github.io

This documentation portal is built using [Docusaurus 2](https://v2.docusaurus.io/), a modern static website generator.

The end",docgovtnz
dusky,Front-end and back-end of Dusky (Kākāpō Database),4,1,Java,https://github.com/docgovtnz/dusky,"# Kākāpo Database (a.k.a. Dusky)

## Resources

* Project background (public facing): https://docgovtnz.github.io/docs/projects/dusky

## Setup

It is",docgovtnz
kims-infra,Kiwi Information Management System infrastructure code,6,0,TypeScript,https://github.com/docgovtnz/kims-infra,"# KIMS Infra

This project creates and helps to manage the CloudFormation stacks of the KIMS application.

## Setup

1. You need to install the follow",docgovtnz
met-maps,R snippets to quickly generate marine maps by the Marine Ecosystems Team,3,0,R,https://github.com/docgovtnz/met-maps,"# MET-Maps
Useful R snippets to quickly generate marine maps

# Mapview maps

https://r-spatial.github.io/mapview/

Located in the [mapview folder](ma",docgovtnz
rtg,No description,0,0,HTML,https://github.com/docgovtnz/rtg,"# rtg
 
",docgovtnz
spbal,No description,1,1,HTML,https://github.com/docgovtnz/spbal,"
R package spbal.

A package to encapsulate a number of spatially balanced sampling algorithms, namely, 
BAS (equal, unequal, seed point, panels), Hal",docgovtnz
codefest.taipei,No description,0,0,Vue,https://github.com/taipei-doit/codefest.taipei,"# CodeFest Taipei

## License

This project is licensed under the GNU General Public License v3.0 - see the [LICENSE](./LICENSE) file for details.

##",taipei-doit
codefest.taipei-2025-spring,No description,0,1,Vue,https://github.com/taipei-doit/codefest.taipei-2025-spring,"# 2025雙北程式設計節

> 這是一個基於 **Nuxt 3.16.0** 的前端專案，使用 Vue 3、Pinia、Tailwind CSS，並支援 i18n。

## License

This project is licensed under the GNU General Public",taipei-doit
government.github.com,"Gather, curate, and feature stories of public servants and civic hackers using GitHub as part of their open government innovations",0,0,HTML,https://github.com/taipei-doit/government.github.com,# GitHub and Government [![Test site build](https://github.com/github/government.github.com/actions/workflows/build.yml/badge.svg)](https://github.com,taipei-doit
Taipei-City-Dashboard,The Open-Source Repository of Taipei City Dashboard. Try it out by clicking the link below!,160,559,Python,https://github.com/taipei-doit/Taipei-City-Dashboard,"# <img src='Taipei-City-Dashboard-FE/src/assets/images/TUIC.svg' height='28'> Taipei City Dashboard

## Introduction

Taipei City Dashboard is a data ",taipei-doit
Taipei-City-Dashboard-Documentation,The documentation website of Taipei City Dashboard,17,24,Vue,https://github.com/taipei-doit/Taipei-City-Dashboard-Documentation,"# <img src='public/images/contributors/doit.png' height='28'> Taipei City Dashboard Documentation

[Docs Website](https://tuic.gov.taipei/documentatio",taipei-doit
taipeion_chatbot,No description,0,0,None specified,https://github.com/taipei-doit/taipeion_chatbot,"# TaipeiON Messenger Chatbot

## Design A Callback Function
The callback function defines the action which will be triggered when the chatbot receives",taipei-doit
tcg-api-platform-client,"A client for sending requests via ""API management platform"" of Taipei City Government.",0,0,None specified,https://github.com/taipei-doit/tcg-api-platform-client,"# Taipei City Government API Management Platform Client

This project provides a Go client for sending requests via the ""API management platform"" of t",taipei-doit
TownPass,No description,1,2,Dart,https://github.com/taipei-doit/TownPass,"# What is Town Pass?

Town Pass is an open-source project developed by the Taipei City Government. With the growth of smart cities, the demand for dig",taipei-doit
TownPass-Services,No description,0,1,Vue,https://github.com/taipei-doit/TownPass-Services,"# TownPass-Services

TownPass-Services project made with Vue3 in Vite.

## Recommended IDE Setup

[VSCode](https://code.visualstudio.com/) + [Volar](h",taipei-doit
townpass2024-blood-donation,捐血資訊: Wee Won,0,0,Dart,https://github.com/taipei-doit/townpass2024-blood-donation,README not available,taipei-doit
townpass2024-parking,停車位: 嘻嘻的時候黑客松松澤,0,2,Dart,https://github.com/taipei-doit/townpass2024-parking,"# ParkFlow - TownPass Services（找車位——台北通微服務）

![ParkFlow Preview](https://raw.githubusercontent.com/vaclisinc/vaclis-TownPass-Services/24ec17c43d856ad0",taipei-doit
townpass2024-recycling,垃圾分類: 光頭的朋友們,0,0,Vue,https://github.com/taipei-doit/townpass2024-recycling,README not available,taipei-doit
townpass2024-venue-rental,場租媒合: 這樣對不隊,0,0,JavaScript,https://github.com/taipei-doit/townpass2024-venue-rental,"# 有球必in
網羅台北付費/免費運動球場的租借系統，融入共享經濟概念並提供線上組隊平台功能，讓市民們可以第一手掌握場館資訊並投入運動生活。


- All Project files below!
  
- link: https://drive.google.com/drive/folders/",taipei-doit
townpass2024-weather,即時雨晴: 我被其他隊抓走了,0,0,Dart,https://github.com/taipei-doit/townpass2024-weather,README not available,taipei-doit
townpass2024-welfare,家戶福利: MSP Player,0,0,TypeScript,https://github.com/taipei-doit/townpass2024-welfare,"# React + TypeScript + Vite

This template provides a minimal setup to get React working in Vite with HMR and some ESLint rules.

Currently, two offic",taipei-doit
YouBike-Optimization,"A project focused on YouBike optimization, including improvement of dispatch strategies and prediction of potential demand.",15,2,Python,https://github.com/taipei-doit/YouBike-Optimization,"# Description
YouBike plays an extremely significant role in Taipei City's transportation system. Many people use YouBike as their primary commuting o",taipei-doit
atomium,The very base theme,9,5,PHP,https://github.com/ec-europa/atomium,"# Atomium
[![Build Status](https://drone.fpfis.eu/api/badges/ec-europa/atomium/status.svg?branch=7.x-3.x)](https://drone.fpfis.eu/ec-europa/atomium) 
",ec-europa
atomium_europa,A subtheme based on atomium for Europa,0,0,PHP,https://github.com/ec-europa/atomium_europa,"# ECL example

Requirements:
-   Node.js >= 6.9.5
-   yarn >= 0.20.3

## Setup

```
yarn
```

## Build for development

```
yarn start
```

If you don",ec-europa
aws-fpfis-repo,No description,0,0,Shell,https://github.com/ec-europa/aws-fpfis-repo,"# Staging repo to test-build RPM packages for AWS

See https://travis-ci.org/ec-europa/aws-fpfis-repo/builds

## Creating and building a package

### ",ec-europa
backtrac-php-client,Backtrac visual regression service - PHP library and phing tasks,2,0,PHP,https://github.com/ec-europa/backtrac-php-client,"# Backtrac PHP client

This projects includes both a client library and a phing helper to trigger visual comparison.

## Installation

```sh
composer ",ec-europa
cloudformation-templates,Centrally managed templates for AWS CloudFormation,0,1,None specified,https://github.com/ec-europa/cloudformation-templates,"# cloudformation-templates - DEPRECATED
Centrally managed templates for AWS CloudFormation

This repository was marked as read-only due inactivity for",ec-europa
Console_Table,Library that makes it easy to build console style tables.,0,0,PHP,https://github.com/ec-europa/Console_Table,README not available,ec-europa
content-layer-api-specs,No description,1,0,None specified,https://github.com/ec-europa/content-layer-api-specs,"# Content layer api definition
",ec-europa
cope-api,No description,5,1,JavaScript,https://github.com/ec-europa/cope-api,"# COPE API

For more information, please read our [Documentation](./docs/README.md).
",ec-europa
d7-contrib-updater-scripts,"Shell scripts to update core and contrib modules, respecting local changes (""hacks"").",1,1,Shell,https://github.com/ec-europa/d7-contrib-updater-scripts,"# Module updater scripts

## Purpose

Shell scripts to update core and contrib modules in Drupal 7 sites where
- Core and contrib modules are part of ",ec-europa
digit-ict-conf-2016,[DIGIT] DIGITEC Conference 2016,0,0,JavaScript,https://github.com/ec-europa/digit-ict-conf-2016,"# DIGIT-ICT Conference 2016

[![Standard Version](https://img.shields.io/badge/release-standard%20version-brightgreen.svg)](https://github.com/convent",ec-europa
digit-ne-varnish,Nexteuropa Varnish - Drupal 7 module.,0,2,PHP,https://github.com/ec-europa/digit-ne-varnish,"Table of Contents
- [Nexteuropa Varnish](#nexteuropa-varnish)
    - [Requirements](#requirements)
    - [General settings](#general-settings-first-tab",ec-europa
digitec,DIGITEC (preview at https://digitec.netlify.app),0,1,JavaScript,https://github.com/ec-europa/digitec,"# DIGITEC

Deploys for digitec: https://app.netlify.com/sites/digitec/deploys

## Getting Started (Recommended)

### Access Locally

```
yarn
yarn dev",ec-europa
digitec-news,The event-independent website for news and past events.,0,1,JavaScript,https://github.com/ec-europa/digitec-news,"# DIGITEC News

Deploys logs: https://app.netlify.com/sites/digitec-news2020/overview

## Getting Started (Recommended)

### Access Locally

```
yarn
",ec-europa
drupal-project,":rocket: Composer template for Drupal projects. Quick installation via ""composer create-project drupal-composer/drupal-project""",0,0,PHP,https://github.com/ec-europa/drupal-project,"# Composer template for Drupal projects

[![Build Status](https://travis-ci.org/drupal-composer/drupal-project.svg?branch=8.x)](https://travis-ci.org/",ec-europa
DrupalConsole,"The Drupal Console is a CLI tool to generate boilerplate code, interact and debug Drupal 8.",0,0,PHP,https://github.com/ec-europa/DrupalConsole,"<!-- START doctoc generated TOC please keep comment here to allow auto update -->
<!-- DON'T EDIT THIS SECTION, INSTEAD RE-RUN doctoc TO UPDATE -->
**",ec-europa
DrupalDriver,A collection of drivers for controlling Drupal.,0,1,PHP,https://github.com/ec-europa/DrupalDriver,"[![Build Status](https://travis-ci.org/jhedstrom/DrupalDriver.svg?branch=master)](https://travis-ci.org/jhedstrom/DrupalDriver)

Provides a collection",ec-europa
drupalextension,"An integration layer between Behat, Mink Extension, and Drupal.",1,0,PHP,https://github.com/ec-europa/drupalextension,"# Behat Drupal Extension

The Drupal Extension is an integration layer between [Behat](http://behat.org),
[Mink Extension](https://github.com/Behat/Mi",ec-europa
drush-commands,No description,0,0,PHP,https://github.com/ec-europa/drush-commands,"# drush-module-cleanup

## Installation

* Put the *.inc file into your $HOME/.drush/ folder
* Run drush cc drush

That's it!

## Usage

```
drush sys",ec-europa
easyrdf,EasyRdf is a PHP library designed to make it easy to consume and produce RDF.,0,0,PHP,https://github.com/ec-europa/easyrdf,"EasyRdf
=======

[![Build Status](https://travis-ci.org/njh/easyrdf.svg?branch=master)](https://travis-ci.org/njh/easyrdf)

EasyRdf is a PHP library d",ec-europa
ec-europa-theme,Drupal 7 theme for the NextEuropa platform ,4,3,JavaScript,https://github.com/ec-europa/ec-europa-theme,"# Ec-Europa theme
Repository containing the drupal theme for the NextEuropa platform.

The Ec-Europa theme is a Drupal 7 theme, the one currently used",ec-europa
ec-europa-theme-tools,Repository containing modules and features related to the ec-europa-,2,1,PHP,https://github.com/ec-europa/ec-europa-theme-tools,"# ec-europa-theme-tools
Repository containing modules and features related to the ec-europa-
",ec-europa
ec-europa-tools,Repository for tools/helpers used on the NEXT-Europa project,2,0,PHP,https://github.com/ec-europa/ec-europa-tools,"# EC-EUROPA Tools
Repository for tools/helpers used on the NEXT-Europa project
",ec-europa
ec-nems-platform,"[DIGIT] Modules, features and theme for the nems platform",0,3,PHP,https://github.com/ec-europa/ec-nems-platform,"## NEMS Platform Instructions

To incorporate the nems platform into your subsite project with toolkit 
you need to add the following to your resource",ec-europa
